date_m,SMB_DT97,date_jun,HML_DT97,RMW_DT97,CMA_DT97,MKT_DT97
196306,0.004151269,196606,-0.008758705,-0.0012743194,0.008175289,-0.021646343353390694
196307,-0.012998826,196606,-0.012571709,0.0110713765,-0.0040108263,-0.002559294344787486
196308,-0.011667635,196606,-0.0041506924,-0.0016680434,-0.024919592,0.05484635517001152
196309,-0.013093251,196606,0.013264009,-0.010269309,-0.0056113116,-0.01599004392027855
196310,-0.01900674,196606,-0.02967123,0.0421187,-0.026427828,0.03491512752175331
196311,-0.009449111,196606,-0.008636869,-0.01197339,-0.003296747,-0.005355194373801351
196312,-0.017713754,196606,-0.030156584,0.017605066,0.008749088,0.021996595627069473
196401,-0.01002175,196606,-0.014947273,0.015306812,-0.0031689424,0.025610052540898324
196402,0.0013951138,196606,0.008077502,0.01429007,-0.019532342,0.019692083129286768
196403,0.016820496,196606,0.022411188,0.015862357,-0.009824298,0.01842475528419018
196404,-0.0055129826,196606,-0.010373291,-0.02398885,0.0022622896,0.0017407692134380343
196405,-0.00024383888,196606,-0.0056999624,0.010920965,-0.011810601,0.013342065045237541
196406,-0.0010215566,196606,0.011907369,-0.007820558,0.0009682141,0.015838493153452874
196407,0.0064005386,196606,-0.031901807,0.015805844,-0.0072489176,0.01865515348315239
196408,0.0093575455,196606,-0.004994102,-0.0032541156,0.002101338,-0.013996724139153958
196409,-0.0012420565,196606,0.0062378123,0.0057132207,-0.012773313,0.02996905044913292
196410,0.005686257,196606,-0.004841377,-0.0007469822,-0.006213775,0.010117069548368454
196411,-0.010293396,196606,-0.043528665,0.018255081,-0.012684148,0.003767254026979208
196412,-0.012053601,196606,-0.035367794,0.00763367,-0.004049384,0.0022570931777358056
196501,0.02078323,196606,0.00081273913,0.018104099,-0.025555994,0.04062767596244812
196502,0.022304714,196606,-0.016540382,0.011749895,-0.03257627,0.00856467292457819
196503,0.018742092,196606,0.0070617306,0.01002123,-0.008045461,-0.014555325327813624
196504,0.0058941282,196606,-0.017348249,0.012084302,-0.033853017,0.036929514580965044
196505,-0.0096258735,196606,-0.014603801,-0.009895767,-0.007385538,-0.0032135932543547823
196506,-0.033216108,196606,-0.0004899502,0.002457939,0.02413338,-0.05236273667216291
196507,0.010378933,196606,-0.006493561,0.010919653,-0.014464185,0.018707633340358736
196508,0.011750247,196606,-0.040871873,0.021759419,-0.031168558,0.030699811857938766
196509,-0.0069967434,196606,-0.04587418,0.0018462092,-0.026867894,0.03593667628765106
196510,0.019371722,196606,-0.008582845,0.03127645,-0.027985655,0.029751241528987886
196511,0.028869726,196606,-0.027721616,0.023724165,-0.026675057,0.0011339919790626573
196512,0.028254146,196606,0.0003941767,-0.0038115084,-0.019485923,0.010671039094030856
196601,0.03373121,196606,0.021692012,-0.0027531749,-0.021534657,0.004817016486823559
196602,0.029391922,196606,-0.0135780005,-0.014558764,-0.02628836,-0.013614821605384249
196603,-0.010234281,196606,-0.03608373,0.035944954,-0.0095006535,-0.02214947615861893
196604,0.012600105,196606,-0.041967608,-0.0012987629,-0.013931666,0.021715562602877617
196605,-0.034761433,196606,-0.0062398612,-0.00057403743,0.02102818,-0.0524454167842864
196606,0.004689628,196606,-0.0072105755,0.007206507,-0.0076593594,-0.013833382102847099
196207,-0.006604269,196706,-0.0417608,0.041932397,-0.039502293,0.07058683882951737
196208,0.0003769081,196706,-0.017160144,0.01465204,-0.01617521,0.025966973793506622
196209,-0.009749379,196706,-0.009277664,-0.00128714,0.03295213,-0.055140843456983564
196210,-0.03548347,196706,0.0032155039,0.0037753894,0.011376239,0.0013139175157994031
196211,0.01652658,196706,0.015130118,0.012157157,-0.03215476,0.1171491112112999
196212,-0.024351176,196706,-0.027405154,0.004752702,0.013810405,0.011418626461923122
196301,0.038310282,196706,0.0019315779,0.0071683973,-0.0062554628,0.0516703924536705
196302,0.0067985095,196706,0.011982678,-0.0027086362,0.011044746,-0.02530872467458248
196303,-0.018248834,196706,-0.00795231,0.009404404,0.0060223825,0.0338146554350853
196304,-0.02615273,196706,-0.0016143732,0.008625116,-0.010579936,0.050879729390144346
196305,0.0067407563,196706,0.0029751137,0.022550873,-0.0011432581,0.02506393345296383
196306,0.007231692,196706,-0.011699209,-0.0047730953,0.0024544932,-0.02258297446668148
196307,-0.012912189,196706,-0.0221815,0.007394458,0.0009393338,-2.621712610125556e-05
196308,-0.009836383,196706,0.004323542,0.009765893,-0.019176997,0.05616923183202743
196309,-0.010939608,196706,0.024598505,-0.014910216,0.0064016934,-0.016170632024109365
196310,-0.021263642,196706,-0.026047608,0.03046807,-0.01824401,0.036663439786434174
196311,-0.01459211,196706,-0.0020750528,-0.008674965,-0.012511561,-0.004979427833855152
196312,-0.014743836,196706,-0.025394674,0.020228371,-0.0053181816,0.02211518465578556
196401,-0.0014010221,196706,-0.01275279,0.008514196,-0.009171423,0.023185775175690652
196402,0.0019407906,196706,0.013641097,0.0134420525,-0.008481976,0.02029058268070221
196403,0.021023944,196706,0.0131749995,0.008275993,-0.0060746334,0.019796947339177133
196404,-0.008495636,196706,-0.01117504,-0.027586015,0.012538284,0.001883799406141043
196405,-0.0078048827,196706,-0.007539876,0.014023447,0.0006496161,0.01579423552155495
196406,0.0026431866,196706,-0.0037874654,-0.0024939124,-0.010884207,0.015689176067709924
196407,0.008246336,196706,-0.01137452,0.010700401,-0.0039720014,0.016218960776925088
196408,0.01051164,196706,0.0017728088,-0.0036943168,-0.00012552086,-0.013977899315953255
196409,-0.0054757763,196706,0.0056175143,0.013423514,-0.008995613,0.032033580255508426
196410,0.007976859,196706,-0.0023187445,-0.003953117,-0.0015371079,0.0078034416869282724
196411,-0.002886971,196706,-0.037985206,0.008097913,-0.013962748,0.001540827760845423
196412,-0.011926446,196706,-0.019566227,-0.0014170669,-0.0038812123,0.002420693026483059
196501,0.017763019,196706,-0.012667276,0.028658569,-0.029375136,0.04413162813782692
196502,0.021096632,196706,-0.01469896,0.016882658,-0.039083064,0.01175412305444479
196503,0.021723136,196706,0.006498727,0.000804306,-0.00021955301,-0.014695251888036727
196504,-0.00031176955,196706,-0.020932794,0.030559596,-0.028042078,0.039589528316259386
196505,-0.011805007,196706,-0.023504805,-0.0001773322,-0.021226523,-0.001986257060803473
196506,-0.033618625,196706,-0.0045125857,-0.011552021,0.019515127,-0.053525030970573324
196507,0.0049341973,196706,-0.021289738,0.012387935,-0.02618332,0.02296906741857529
196508,0.0111834,196706,-0.03649748,0.03818717,-0.035203587,0.033981502038240435
196509,-0.004946906,196706,-0.023239143,0.028646193,-0.026373293,0.035730336183309556
196510,0.018296245,196706,-0.007946435,0.036633942,-0.020909704,0.03132130982875824
196511,0.029444972,196706,-0.048258964,0.02694644,-0.045798164,0.006218711487948995
196512,0.03186439,196706,0.018091284,0.004813496,0.001004694,0.009573605825006961
196601,0.034295537,196706,0.009724183,-0.00086713955,-0.0384497,0.007914181862771512
196602,0.024708612,196706,-0.017445855,0.011936359,-0.0412563,-0.009903697188943524
196603,-0.012541734,196706,-0.044509448,0.02664564,-0.02056291,-0.02003189076781273
196604,0.012057319,196706,-0.034612708,0.027006269,-0.05056875,0.024148708021640777
196605,-0.032847263,196706,-0.014769822,-0.006050095,0.013145838,-0.0530574670791625
196606,0.001644894,196706,-0.0108368285,0.010304292,-0.017616788,-0.011745755496621131
196607,-0.0056063915,196706,-0.008092996,-0.0028386973,0.009295931,-0.012409486234187979
196608,-0.025677085,196706,0.011798091,-0.01420714,0.007833257,-0.07599734280109395
196609,-0.011670304,196706,-0.0267989,-0.0052212523,0.009834815,-0.006720081247389317
196610,-0.033544578,196706,-0.002061598,-0.03163518,0.028265806,0.04350098761916161
196611,0.0035631377,196706,-0.081433736,0.053756025,-0.09370232,0.02251187591254711
196612,0.01398463,196706,-0.023753736,0.003892118,0.0053537562,-0.0003663921225816012
196701,0.08132372,196706,0.073133536,0.00093494356,-0.018747836,0.08112285114526749
196702,0.004533777,196706,-0.020310925,0.017387979,-0.022794947,0.006791009971499443
196703,0.004818514,196706,0.0045157373,0.006663602,-0.016669236,0.042353662556409835
196704,-0.008232873,196706,-0.015733339,0.03294433,-0.012072269,0.04347387530207634
196705,0.028883347,196706,0.0025615357,-0.0055931546,-0.0059232507,-0.04660060631036758
196706,0.03633237,196706,0.011433151,-0.013470087,-0.03217221,0.021305137383937835
196307,-0.010602129,196806,-0.009995486,0.0095892055,-0.0067471666,0.0009723217926919459
196308,-0.013597839,196806,-0.007293064,0.008491591,4.1741878e-05,0.05579980224370956
196309,-0.0024818871,196806,-0.0007967339,0.0032387972,0.0011990163,-0.014869972062110902
196310,-0.027206067,196806,-0.015527833,0.030231468,-0.0010331236,0.03369594804048538
196311,-0.01223127,196806,0.008256666,0.007904917,-0.01338725,-0.0072824158005416395
196312,-0.025825031,196806,-0.005754298,0.018297223,-0.00037004985,0.020982564157247544
196401,-0.00019954704,196806,-0.005533114,0.0032720547,-0.016215526,0.023459814980626107
196402,0.0006707087,196806,-0.0055181067,0.000538785,-0.0060878377,0.020880143398046495
196403,0.017074104,196806,0.0024959054,-0.0039246343,-0.010026181,0.019754730486869813
196404,-0.01096201,196806,0.013722099,-0.012055123,0.011372952,0.0012954051703214647
196405,-0.010548964,196806,-0.014318185,0.015263654,-0.01436683,0.0182393894135952
196406,-0.004537477,196806,0.009743718,0.004034633,0.0025499398,0.013907507553696633
196407,0.012291927,196806,-0.007768113,-0.007907705,0.010099171,0.016609261304140092
196408,0.010427024,196806,-0.0027204743,-0.009137336,0.0048764907,-0.013763002219796181
196409,-7.714331e-05,196806,-0.016748479,-0.0050330274,-0.012704417,0.03203065962791443
196410,0.009757212,196806,-0.004179732,-0.0059817247,-0.0037259022,0.006430367669463158
196411,-0.004554603,196806,-0.016440779,0.01180952,-0.0007192986,0.0008385842297226193
196412,-0.0128763765,196806,-0.00696331,0.01450914,-0.005035365,0.0014085335150361062
196501,0.017260298,196806,-0.035547376,0.025508747,-0.023718,0.047306227397918704
196502,0.023813494,196806,-0.025659062,0.010597756,-0.027528,0.012794636681675912
196503,0.022270784,196806,-0.005910671,0.004811164,0.00035677804,-0.012679536423087119
196504,0.0037142113,196806,-0.031898092,0.015813697,-0.011659738,0.0400719534099102
196505,-0.004926553,196806,-0.0027669864,0.0063612564,-0.014355194,-0.0033344169770367442
